id,listing_url,name,experiences_offered,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
13656969,https://www.airbnb.com/rooms/13656969,Brighton - Cozy and Quiet Room in a Clean House,none,77158766,Eunice,2016/6/11,"Boston, Massachusetts, United States",,within a few hours,100%,N/A,f,Allston-Brighton,9,9,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35891,-71.14401,t,House,Private room,1,1,1,1,Real Bed,$41.00,,,$300.00,$60.00,1,$50.00
13657486,https://www.airbnb.com/rooms/13657486,"Large, modern 2br, 2ba renovated 6/16 with patio",none,79348179,Jeff,2016/6/22,US,,N/A,N/A,N/A,f,Leather District,1,1,"Boston, , MA, United States",Downtown,Leather District,,"Boston, ",MA,2111,Boston,"Boston, , MA",US,United States,42.35117,-71.0573,t,Condominium,Entire home/apt,4,2,2,2,Real Bed,"$3,999.00",,,$500.00,$95.00,4,$0.00
13658522,https://www.airbnb.com/rooms/13658522,Great room in the heart of Beacon Hill,none,25578688,Giulio,2015/1/4,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Beacon Hill,1,1,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.35872,-71.06959,t,Apartment,Entire home/apt,2,1,2,2,Real Bed,$330.00,,,$330.00,$40.00,1,$0.00
13658697,https://www.airbnb.com/rooms/13658697,"Boston Cozy, safe private room in Longwood area",none,53178913,Amada,2016/1/3,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Mission Hill,1,1,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2120,Boston,"Boston, MA",US,United States,42.33354,-71.10022,t,Apartment,Private room,2,1.5,1,1,Real Bed,$80.00,,,,,1,$0.00
13669224,https://www.airbnb.com/rooms/13669224,"Beautiful, sunny 1BR apartment in prime location!",none,39584749,Shemesh,2015/7/26,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Theater District,1,1,"Boston, MA, United States",Theater District,Downtown,,Boston,MA,2111,Boston,"Boston, MA",US,United States,42.35346,-71.06314,t,Apartment,Entire home/apt,5,1,1,2,Real Bed,$169.00,,,$199.00,$30.00,2,$30.00
13670675,https://www.airbnb.com/rooms/13670675,Elegant Studio,none,28749942,Renata,2015/3/4,"Boston, Massachusetts, United States","Chilean, living in Boston. I'm Passionate about travel and meeting people from around the world. Spanish, English and Portuguese speaker.",within an hour,100%,N/A,t,West End,25,25,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36205,-71.07023,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$129.00,,,$0.00,$59.00,1,$0.00
13670860,https://www.airbnb.com/rooms/13670860,Stylish Studio,none,28749942,Renata,2015/3/4,"Boston, Massachusetts, United States","Chilean, living in Boston. I'm Passionate about travel and meeting people from around the world. Spanish, English and Portuguese speaker.",within an hour,100%,N/A,t,West End,25,25,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36196,-71.06887,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$129.00,,,$0.00,$60.00,1,$0.00
13672165,https://www.airbnb.com/rooms/13672165,"Open, light-filled condo in South Boston/South End",none,15166663,Tomo,2014/5/6,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,South Boston,1,1,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.34153,-71.05241,t,Condominium,Entire home/apt,4,2,2,3,Real Bed,$159.00,,,,$25.00,1,$0.00
13673021,https://www.airbnb.com/rooms/13673021,"Spacious 1 Bedroom, Great Location",none,15782998,Christian,2014/5/20,"Boston, Massachusetts, United States",,within a few hours,100%,N/A,t,,1,1,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.3312,-71.11101,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$116.00,,,,$50.00,1,$0.00
13673056,https://www.airbnb.com/rooms/13673056,homey cool studio,none,79542554,Anna Emilia,2016/6/23,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Mission Hill,1,1,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.33573,-71.09748,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$100.00,,,$250.00,$50.00,1,$0.00
13674701,https://www.airbnb.com/rooms/13674701,2BR 2BA w/AC & Parking,none,79566228,Christine,2016/6/23,US,,within a few hours,100%,N/A,f,Allston-Brighton,2,2,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35083,-71.16411,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,$165.00,,,$100.00,,1,$0.00
13675884,https://www.airbnb.com/rooms/13675884,Near Redline & Commuter Rail Renovated Clean Sunny,none,18517776,Huggy,2014/7/21,"Boston, Massachusetts, United States",,within an hour,100%,N/A,f,Roxbury,30,30,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2121,Boston,"Boston, MA",US,United States,42.30654,-71.07247,t,Apartment,Private room,1,1,1,1,Real Bed,$38.00,,,$300.00,$40.00,1,$0.00
13684319,https://www.airbnb.com/rooms/13684319,Quiet room Peaceful neighborhood Close to Harvard,none,77158766,Eunice,2016/6/11,"Boston, Massachusetts, United States",,within a few hours,100%,N/A,f,Allston-Brighton,9,9,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35972,-71.1455,t,Apartment,Private room,1,1,1,1,Real Bed,$40.00,,,$300.00,$60.00,1,$50.00
13686161,https://www.airbnb.com/rooms/13686161,Sonder | Winthrop Square | Warm 1BR + Laundry,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2110,Boston,"Boston, MA",US,United States,42.35548,-71.05809,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$267.00,,,$400.00,$106.00,2,$5.00
13696242,https://www.airbnb.com/rooms/13696242,Lovely One Bedroom Beacon Hill Apt.,none,13215690,Megan,2014/3/17,"Boston, Massachusetts, United States","Hi! My name is Megan and my husband and I absolutely LOVE to travel and explore the world. We have traveled to a new country every year that we have known each other :) We are both very active and love to hike, swim, surf, run, ski, etc. I am also a big foodie and love getting to experience new foods in the new places I visit. ",N/A,N/A,N/A,f,,1,1,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,,Boston,"Boston, MA",US,United States,42.35997,-71.06635,f,Apartment,Entire home/apt,4,1,1,1,Real Bed,$200.00,,,,$50.00,1,$0.00
13697676,https://www.airbnb.com/rooms/13697676,Calm and cozy room in clean Apt,none,16052189,Jonathan,2014/5/27,"Boston, Massachusetts, United States","Living in the Boston area. Like to stay busy after work. Professional dance instructor, entrepreneur and always active. Relaxed personality that likes to have fun. ",within an hour,100%,N/A,f,Hyde Park,8,8,"Boston, MA, United States",Hyde Park,Hyde Park,,Boston,MA,2136,Boston,"Boston, MA",US,United States,42.23679,-71.13133,t,Apartment,Private room,1,1,1,1,Real Bed,$35.00,,,,,1,$0.00
13705048,https://www.airbnb.com/rooms/13705048,Private 1 bed 1 bath room,none,43355557,Wazir,2015/9/4,"Boston, Massachusetts, United States","I am a traveler of the world! Currently a Real Estate Agent in Boston, Lyft driver and College Student at Roxbury Community College for Broadcast Media Technology. My family is from Barbados and have been to Belize, Mexico, Honduras, Puerto Rico, St. Luica, St. Kitts, St. Thomas, St. Maarten, and many States in America.. I love to Travel. ",N/A,N/A,N/A,f,Dorchester,1,1,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2124,Boston,"Boston, MA",US,United States,42.28873,-71.07208,t,House,Entire home/apt,3,1,0,1,Airbed,$57.00,,,$100.00,$10.00,1,$0.00
13707814,https://www.airbnb.com/rooms/13707814,Quiet 2 bedroom South End Condo,none,56744818,Bridget,2016/1/30,US,,N/A,N/A,N/A,f,South End,1,1,"Boston, MA, United States",South End,South End,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.33902,-71.07704,t,Condominium,Entire home/apt,3,1,2,2,Real Bed,$295.00,,,$100.00,$85.00,3,$50.00
13714817,https://www.airbnb.com/rooms/13714817,Abigayle's BB M263 Q3a,none,32532791,Marie,2015/5/3,"Boston, Massachusetts, United States","I am the owner of a small local and reputable company representing accommodations in Metro Boston since 1981 and a long-standing member of the Greater Boston Convention and Visitors Bureau, Massachusetts Lodging Association and Professional Association of Innkeepers International. We own, manage and work closely with each property owner to ensure that they meet safety standards, are well maintained, clean and in desirable locations, giving you comfort in knowing there are no scams and meeting your expectations.  Our team at Bed and Breakfast Associates Bay Colony have detailed knowledge of the accommodations and locations. We encourage phone conversations, give personal attention to each inquiry, and are totally committed to providing each guest with exceptional quality, value and customer service.  ",within a few hours,100%,N/A,t,Medford,35,35,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.35077,-71.09825,f,Bed and breakfast,Private room,2,1,1,1,Real Bed,$170.00,,,$0.00,$30.00,2,$25.00
13719227,https://www.airbnb.com/rooms/13719227,Peaceful neighborhood Quiet room Close to Harvard,none,77158766,Eunice,2016/6/11,"Boston, Massachusetts, United States",,within a few hours,100%,N/A,f,Allston-Brighton,9,9,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.36051,-71.1449,t,Apartment,Private room,1,1,1,1,Real Bed,$40.00,,,$300.00,$60.00,1,$50.00
13723404,https://www.airbnb.com/rooms/13723404,Sonder | Winthrop Square | Modern 1BR + Laundry,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2110,Boston,"Boston, MA",US,United States,42.35525,-71.05773,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$257.00,,,$400.00,$94.00,2,$5.00
13728510,https://www.airbnb.com/rooms/13728510,(R4) Simple Studio-In the Heart of Beacon Hill,none,21184200,Airbnb,2014/9/10,"Boston, Massachusetts, United States","Ambitious and full of life! My team,  Samara, Gio, Allen , Theresa and I are here to make your Boston stay, the best stay possible! We are always available to give great travel advice, restaurant & night life suggestions,  and professional Real Estate guidance!   On the Airbnb Messenger, you'll be speaking with myself or one of my teammates! Maintenance & repairs are with Gio or one of our subs! Come visit our Strong city of Boston! Home Sweet Home, professionally managed! ",within an hour,99%,N/A,f,South Boston,67,67,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.35915,-71.06682,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,$150.00,,,$150.00,$50.00,3,$50.00
13733887,https://www.airbnb.com/rooms/13733887,"Comfy, spacious Boston home 3BR/2BA",none,80361500,Danny,2016/6/27,"Boston, Massachusetts, United States",I'm a Superhost from Boston. I love to eat and enjoy new adventures.,N/A,N/A,N/A,t,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35585,-71.12822,t,House,Entire home/apt,6,2,3,3,Real Bed,$279.00,,,$300.00,$99.00,5,$20.00
13735741,https://www.airbnb.com/rooms/13735741,My home your home,none,80390842,Kandi,2016/6/28,US,,N/A,N/A,N/A,f,Roxbury,1,1,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2121,Boston,"Boston, MA",US,United States,42.31066,-71.08494,t,Apartment,Private room,2,1,1,1,Real Bed,$50.00,,,,$10.00,1,$0.00
13746034,https://www.airbnb.com/rooms/13746034,Large private Boston room!,none,24710200,Taylor,2014/12/10,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,,1,1,"Roxbury Crossing, MA, United States",Mission Hill,Mission Hill,,Roxbury Crossing,MA,2120,Boston,"Roxbury Crossing, MA",US,United States,42.33108,-71.10719,t,Apartment,Private room,2,1,1,1,Real Bed,$49.00,,,$0.00,$35.00,1,$10.00
13751426,https://www.airbnb.com/rooms/13751426,"Large, sunny, quiet private room near transit",none,62697851,Eli,2016/3/12,"Boston, Massachusetts, United States","Hi! I am a graduate student studying neuroscience. When not in the lab, I am a homebody, and enjoy spending the evenings hanging out with my roommate (Yogi)  and my girlfriend (Sam) and my dog (Tabitha) watching some TV or netflix, checking out reddit, or trying a new video game. Living in Jamaica Plain, I love exploring the pond and the park, as well as the many nearby restaurants and, of course, the original JP Licks ice cream parlor. 

As a guest, if I'm in a new place for a conference, I'll likely be out all day and spend the rest of my time locked in my room, regenerating for the next day. If I am travelling for pleasure, I'll likely be out and about trying to explore the city/town and enjoying whatever good food is around, spending only time in the house to sleep. 

As a host, I'll likely let you enjoy the space and keep out of your hair as much as I can. But I will also be around to chat or answer any questions you might have. ",N/A,N/A,N/A,f,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.30599,-71.10335,t,Apartment,Private room,2,1,1,1,Futon,$70.00,,,$95.00,,2,$30.00
13762650,https://www.airbnb.com/rooms/13762650,"Lux 1BR in Chinatown w/WiFi, Gym",none,9419684,Mike,2013/10/14,"New York, New York, United States","We have been providing vacation rental apartments for over 10 years across the East Coast. We are known for our distinctively furnished apartments in popular locations, and for our attentive service. You’ll find that our rates are quite reasonable. If you're looking for a safe, comfortable place with fabulous amenities and Wi-Fi (we know you need the Wi-Fi!) in the Boston MA area, Washington DC, Miami FL or very close to NYC in Jersey City or Hoboken, we'd love to host you. Many of the buildings where our apartments are located feature amenities such as beautiful lobbies, 24 hour front desk staff, fitness centers, business centers, recreation rooms, indoor or outdoor pools and whirlpools. If you are traveling with children, some buildings offer playgrounds (many buildings are near public playgrounds as well) or indoor playrooms. Depending on the location, you can stay for just a few days, a week, a month or more. 

We offer an assortment of short-term apartments in sizes ranging from a studio to three bedrooms that are fully furnished with all the comforts of home. Our local staff meticulously prepares your apartment before your arrival, and we offer 24 hour assistance for any emergencies after business hours. When you arrive at your apartment, the beds will be made, towels and bath amenities will be stocked in the bathrooms, and the coffee maker will be set up in the kitchen with some sample coffees, sweetener and creamer (teabags too if that is your preference) to start your morning off properly. If you’d like to cook a meal, the kitchen is stocked with dishes, cutlery, glassware and pots and pans. The living room is set up with a TV and cable channels, and the Wi-Fi router password and instructions will be prominently displayed so you can get connected quickly. You can also make local and toll-free phone calls at no charge. 

Please contact us to confirm the exact availability of the apartment you are interested in. We’d love to host you (and your family) for your vacation or business trip. ",within a few hours,96%,N/A,f,Brickell,440,440,"Boston, MA, United States",Chinatown,Chinatown,,Boston,MA,2111,Boston,"Boston, MA",US,United States,42.35055,-71.0606,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$199.00,,,,$100.00,1,$0.00
